West Germany, Exposure to risk (period 1x1), 	Last modified: 03 Jun 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1990          75            291077.17       149271.83       440349.00
  1990          76            318232.17       160028.33       478260.50
  1990          77            308805.83       152857.33       461663.16
  1990          78            288943.00       138836.34       427779.34
  1990          79            269505.33       123895.00       393400.33
  1990          80            257658.13       112461.45       370119.59
  1990          81            238502.56       100581.09       339083.65
  1990          82            214066.61        87939.92       302006.53
  1990          83            189597.65        75479.51       265077.16
  1990          84            163349.80        63799.26       227149.06
  1990          85            139212.21        53755.65       192967.86
  1990          86            117825.72        43177.16       161002.87
  1990          87             98782.68        34237.43       133020.11
  1990          88             81844.66        26861.05       108705.71
  1990          89             64267.21        19970.61        84237.82
  1990          90             49469.11        14395.54        63864.65
  1990          91             38051.36        10332.38        48383.74
  1990          92             28416.75         7126.37        35543.12
  1990          93             20695.03         4872.05        25567.08
  1990          94             14596.40         3250.14        17846.54
  1990          95              9895.40         2102.67        11998.07
  1990          96              6594.69         1420.67         8015.35
  1990          97              4182.00          925.50         5107.50
  1990          98              2647.00          583.50         3230.50
  1990          99              1685.33          402.50         2087.83
  1990         100               908.67          202.83         1111.50
  1990         101               465.17          105.00          570.17
  1990         102               246.33           57.33          303.67
  1990         103               145.50           29.83          175.33
  1990         104                80.00           16.00           96.00
  1990         105                41.67            7.67           49.33
  1990         106                18.00            5.17           23.17
  1990         107                 9.50            2.67           12.17
  1990         108                 6.83            0.83            7.67
  1990         109                 9.67            2.17           11.83
  1990         110+                0.50            0.17            0.67
  1991           0            357534.80       377333.10       734867.90
  1991           1            350218.66       368340.23       718558.89
  1991           2            345806.31       363482.33       709288.64
  1991           3            340527.75       359805.03       700332.79
  1991           4            330447.15       348712.15       679159.31
  1991           5            316566.29       332453.36       649019.66
  1991           6            309735.76       325691.43       635427.19
  1991           7            306681.46       323312.62       629994.09
  1991           8            315138.87       331994.87       647133.74
  1991           9            318789.25       335158.20       653947.45
  1991          10            319670.24       335351.70       655021.94
  1991          11            308825.30       323805.85       632631.14
  1991          12            295481.26       310813.82       606295.08
  1991          13            296963.94       313601.45       610565.39
  1991          14            299796.09       316146.02       615942.12
  1991          15            300747.11       317747.10       618494.21
  1991          16            305799.76       323300.61       629100.38
  1991          17            316334.13       332471.29       648805.42
  1991          18            339982.79       355303.38       695286.17
  1991          19            388773.16       404393.57       793166.73
  1991          20            429138.75       446105.69       875244.44
  1991          21            463360.79       484216.28       947577.08
  1991          22            509394.83       536143.77      1045538.60
  1991          23            536682.50       567873.53      1104556.04
  1991          24            551106.75       585987.59      1137094.34
  1991          25            556478.81       596432.28      1152911.09
  1991          26            561422.59       605153.88      1166576.47
  1991          27            563117.47       607158.11      1170275.58
  1991          28            552984.33       594492.39      1147476.72
  1991          29            537689.27       574176.40      1111865.67
  1991          30            526936.58       560781.41      1087717.98
  1991          31            511837.61       545682.88      1057520.49
  1991          32            494676.98       528363.26      1023040.24
  1991          33            476735.09       509183.93       985919.02
  1991          34            466710.36       497590.59       964300.95
  1991          35            452528.73       479381.33       931910.06
  1991          36            442448.09       462978.49       905426.58
  1991          37            437149.35       451463.23       888612.59
  1991          38            435123.80       446693.71       881817.51
  1991          39            433369.89       444757.34       878127.23
  1991          40            436000.58       448756.53       884757.11
  1991          41            439139.05       455775.66       894914.70
  1991          42            429257.10       450066.84       879323.94
  1991          43            397309.68       418070.71       815380.40
  1991          44            386008.46       405732.56       791741.02
  1991          45            320091.47       335219.28       655310.75
  1991          46            353571.83       369482.50       723054.33
  1991          47            404032.50       424515.67       828548.17
  1991          48            401659.83       424835.83       826495.67
  1991          49            438023.83       461914.67       899938.50
  1991          50            496319.67       519710.50      1016030.17
  1991          51            510181.00       531649.00      1041830.00
  1991          52            492741.33       511315.67      1004057.00
  1991          53            464569.00       479984.50       944553.50
  1991          54            447259.33       459139.17       906398.50
  1991          55            437666.17       446017.67       883683.83
  1991          56            418648.33       424582.83       843231.17
  1991          57            369423.33       372425.83       741849.17
  1991          58            335164.00       333186.17       668350.17
  1991          59            342179.33       334944.50       677123.83
  1991          60            358706.67       346994.17       705700.83
  1991          61            367248.83       350918.00       718166.83
  1991          62            366316.50       345806.83       712123.33
  1991          63            363650.33       327150.50       690800.83
  1991          64            365063.33       297888.17       662951.50
  1991          65            377334.00       278985.83       656319.83
  1991          66            378681.17       252996.00       631677.17
  1991          67            371924.67       230710.00       602634.67
  1991          68            376725.33       230869.17       607594.50
  1991          69            391331.83       234972.83       626304.67
  1991          70            395069.50       227877.00       622946.50
  1991          71            342191.17       192518.83       534710.00
  1991          72            242751.33       134525.33       377276.67
  1991          73            186893.50       102078.83       288972.33
  1991          74            189054.00       101313.50       290367.50
  1991          75            223821.83       115498.17       339320.00
  1991          76            281410.17       140049.33       421459.50
  1991          77            306277.50       149175.17       455452.67
  1991          78            295623.50       141171.33       436794.83
  1991          79            274704.50       127188.33       401892.83
  1991          80            254295.79       111217.98       365513.77
  1991          81            240767.40       100836.25       341603.65
  1991          82            220695.16        89068.39       309763.55
  1991          83            196040.54        76869.72       272910.26
  1991          84            171642.58        65059.65       236702.23
  1991          85            145947.90        54224.23       200172.13
  1991          86            122671.81        44928.79       167600.60
  1991          87            102212.66        35452.80       137665.46
  1991          88             84313.79        27655.08       111968.86
  1991          89             68517.11        21293.03        89810.14
  1991          90             52706.83        15472.27        68179.10
  1991          91             39699.57        10959.20        50658.77
  1991          92             29859.50         7688.20        37547.70
  1991          93             21796.89         5156.36        26953.25
  1991          94             15489.51         3437.72        18927.23
  1991          95             10607.38         2224.14        12831.52
  1991          96              6982.56         1395.83         8378.39
  1991          97              4554.18          929.17         5483.34
  1991          98              2813.99          592.33         3406.33
  1991          99              1783.67          375.67         2159.33
  1991         100              1043.33          206.33         1249.67
  1991         101               563.17          112.67          675.83
  1991         102               265.50           55.17          320.67
  1991         103               135.67           29.33          165.00
  1991         104                79.83           14.83           94.67
  1991         105                46.00            7.67           53.67
  1991         106                20.50            3.83           24.33
  1991         107                 9.33            3.67           13.00
  1991         108                 6.17            1.50            7.67
  1991         109                 4.33            0.50            4.83
  1991         110+                1.50            0.00            1.50
  1992           0            352820.94       371509.54       724330.48
  1992           1            362411.42       382329.51       744740.93
  1992           2            355622.95       373716.08       729339.02
  1992           3            351662.07       369513.48       721175.55
  1992           4            346395.26       365754.10       712149.36
  1992           5            336217.55       354686.39       690903.93
  1992           6            321783.62       337912.07       659695.69
  1992           7            314896.69       331020.23       645916.92
  1992           8            311937.59       328736.48       640674.06
  1992           9            320334.69       337311.06       657645.75
  1992          10            324001.90       340629.50       664631.40
  1992          11            324766.89       340611.05       665377.94
  1992          12            313759.17       328869.73       642628.90
  1992          13            300357.44       315897.21       616254.65
  1992          14            301826.26       318719.28       620545.55
  1992          15            305110.85       321962.64       627073.49
  1992          16            307468.01       324949.20       632417.20
  1992          17            313979.33       331200.50       645179.83
  1992          18            326651.07       341098.53       667749.59
  1992          19            354126.43       366514.27       720640.70
  1992          20            404202.03       418633.57       822835.60
  1992          21            442235.57       460685.57       902921.14
  1992          22            474908.80       500532.83       975441.63
  1992          23            520147.52       551688.55      1071836.08
  1992          24            546746.08       582544.88      1129290.95
  1992          25            560147.44       599618.36      1159765.80
  1992          26            564637.13       609083.09      1173720.22
  1992          27            569170.12       616728.52      1185898.64
  1992          28            570202.47       617451.83      1187654.30
  1992          29            559746.74       603695.42      1163442.16
  1992          30            544016.27       582925.77      1126942.04
  1992          31            533002.57       568552.99      1101555.57
  1992          32            517616.99       553472.77      1071089.76
  1992          33            500117.56       535108.22      1035225.78
  1992          34            481613.85       515697.74       997311.60
  1992          35            471330.50       503525.14       974855.65
  1992          36            456940.37       485108.27       942048.64
  1992          37            446692.83       468368.90       915061.73
  1992          38            440986.62       456377.21       897363.83
  1992          39            438596.71       451069.41       889666.12
  1992          40            436567.82       448660.55       885228.38
  1992          41            438857.49       452035.35       890892.84
  1992          42            441707.13       458562.88       900270.01
  1992          43            431347.26       451964.55       883311.81
  1992          44            399032.59       419368.40       818400.99
  1992          45            387374.35       406470.94       793845.29
  1992          46            320929.90       335418.11       656348.01
  1992          47            354415.00       369452.17       723867.17
  1992          48            404617.17       423911.00       828528.17
  1992          49            402260.50       424009.50       826270.00
  1992          50            438527.50       460624.33       899151.83
  1992          51            496851.67       517841.67      1014693.33
  1992          52            510549.33       529514.67      1040064.00
  1992          53            492925.67       508929.33      1001855.00
  1992          54            464500.00       477286.00       941786.00
  1992          55            447010.67       456203.83       903214.50
  1992          56            437112.17       442644.67       879756.83
  1992          57            417855.67       420756.67       838612.33
  1992          58            368505.50       368576.83       737082.33
  1992          59            334270.33       329390.83       663661.17
  1992          60            340969.50       330419.00       671388.50
  1992          61            357240.33       341719.33       698959.67
  1992          62            365596.00       345201.00       710797.00
  1992          63            364246.00       339666.83       703912.83
  1992          64            361338.33       320764.83       682103.17
  1992          65            362424.50       291497.33       653921.83
  1992          66            373993.83       272417.67       646411.50
  1992          67            374826.17       246480.67       621306.83
  1992          68            367576.50       224160.33       591736.83
  1992          69            371606.83       223727.17       595334.00
  1992          70            385137.67       226861.83       611999.50
  1992          71            387980.33       219228.50       607208.83
  1992          72            335350.17       184433.67       519783.83
  1992          73            237220.83       128253.17       365474.00
  1992          74            182060.17        96881.00       278941.17
  1992          75            183540.50        95509.67       279050.17
  1992          76            216449.83       108298.00       324747.83
  1992          77            270966.00       130655.83       401621.83
  1992          78            293493.17       138240.50       431733.67
  1992          79            281552.83       129721.00       411273.83
  1992          80            259221.80       114480.19       373701.99
  1992          81            238226.46       100071.98       338298.44
  1992          82            223424.40        89513.08       312937.48
  1992          83            202752.99        78153.89       280906.88
  1992          84            177964.54        66685.22       244649.76
  1992          85            153950.08        55561.48       209511.56
  1992          86            129113.23        45612.07       174725.30
  1992          87            106810.81        37069.12       143879.93
  1992          88             87549.99        28808.63       116358.62
  1992          89             70922.45        22050.24        92972.70
  1992          90             56546.11        16620.03        73166.14
  1992          91             42494.50        11773.60        54268.10
  1992          92             31376.41         8172.36        39548.77
  1992          93             23055.66         5601.87        28657.53
  1992          94             16439.06         3668.69        20107.75
  1992          95             11359.68         2378.38        13738.06
  1992          96              7577.55         1506.30         9083.85
  1992          97              4919.39          939.83         5859.22
  1992          98              3106.18          613.50         3719.68
  1992          99              1884.99          384.83         2269.83
  1992         100              1102.17          198.50         1300.67
  1992         101               650.17          111.50          761.67
  1992         102               337.00           67.17          404.17
  1992         103               156.17           34.33          190.50
  1992         104                81.17           17.00           98.17
  1992         105                48.17            8.33           56.50
  1992         106                25.33            3.83           29.17
  1992         107                 9.00            1.83           10.83
  1992         108                 4.67            1.33            6.00
  1992         109                 3.50            0.33            3.83
  1992         110+                2.17            0.00            2.17
  1993           0            351880.65       370266.20       722146.85
  1993           1            356271.95       374823.77       731095.72
  1993           2            366344.53       386125.19       752469.72
  1993           3            359973.60       378241.26       738214.85
  1993           4            356260.04       374098.51       730358.55
  1993           5            351002.97       370685.09       721688.06
  1993           6            340550.41       359123.34       699673.74
  1993           7            325886.60       342021.05       667907.65
  1993           8            319348.15       335560.39       654908.53
  1993           9            316371.16       333154.50       649525.67
  1993          10            324684.21       341806.75       666490.96
  1993          11            328242.02       345019.22       673261.24
  1993          12            328881.43       344815.58       673697.01
  1993          13            317797.76       333040.57       650838.33
  1993          14            304327.94       320026.13       624354.07
  1993          15            306347.09       323748.46       630095.55
  1993          16            310883.95       328440.03       639323.98
  1993          17            313994.62       331876.07       645870.69
  1993          18            322706.01       338696.79       661402.80
  1993          19            338316.74       349625.66       687942.40
  1993          20            366551.28       377581.81       744133.09
  1993          21            414862.47       429652.17       844514.64
  1993          22            451579.16       473056.86       924636.02
  1993          23            483465.25       512119.56       995584.81
  1993          24            528128.17       562740.38      1090868.56
  1993          25            553852.30       592297.96      1146150.26
  1993          26            566539.42       608322.52      1174861.94
  1993          27            570702.52       617327.83      1188030.35
  1993          28            574683.51       624157.80      1198841.31
  1993          29            575599.11       623574.22      1199173.33
  1993          30            564997.21       609682.97      1174680.17
  1993          31            548830.26       587872.55      1136702.81
  1993          32            537808.38       573836.25      1111644.63
  1993          33            522116.10       557881.46      1079997.56
  1993          34            504482.66       539260.48      1043743.14
  1993          35            485592.12       519326.55      1004918.67
  1993          36            475130.47       506847.41       981977.88
  1993          37            460461.01       488221.27       948682.28
  1993          38            450181.37       471156.54       921337.91
  1993          39            444110.26       458693.06       902803.32
  1993          40            441516.51       452976.97       894493.48
  1993          41            438986.11       450073.75       889059.86
  1993          42            441141.29       453051.24       894192.53
  1993          43            443665.17       458987.85       902653.02
  1993          44            432919.57       451950.77       884870.34
  1993          45            400207.50       418911.94       819119.45
  1993          46            388183.50       405573.17       793756.67
  1993          47            321398.58       334358.57       655757.15
  1993          48            354654.67       368003.50       722658.17
  1993          49            404698.00       422030.00       826728.00
  1993          50            402256.17       421940.17       824196.33
  1993          51            438657.17       458325.83       896983.00
  1993          52            496876.17       515131.83      1012008.00
  1993          53            510546.50       526483.17      1037029.67
  1993          54            492648.00       505652.33       998300.33
  1993          55            464286.00       474079.00       938365.00
  1993          56            446567.83       452786.17       899354.00
  1993          57            436390.67       438724.17       875114.83
  1993          58            416934.67       416551.50       833486.17
  1993          59            367382.83       364321.83       731704.67
  1993          60            333038.67       324810.67       657849.33
  1993          61            339454.17       325456.00       664910.17
  1993          62            355575.83       336156.50       691732.33
  1993          63            363644.17       339197.00       702841.17
  1993          64            362021.33       333058.67       695080.00
  1993          65            358826.17       313894.67       672720.83
  1993          66            359354.33       284699.83       644054.17
  1993          67            370348.50       265599.67       635948.17
  1993          68            370657.67       239661.50       610319.17
  1993          69            362725.67       217298.50       580024.17
  1993          70            366027.50       216253.50       582281.00
  1993          71            378326.00       218331.50       596657.50
  1993          72            380165.17       210125.17       590290.33
  1993          73            327600.67       176049.17       503649.83
  1993          74            231179.67       121784.83       352964.50
  1993          75            176750.17        91387.67       268137.83
  1993          76            177437.83        89598.33       267036.17
  1993          77            208423.17       101094.67       309517.83
  1993          78            259663.17       121154.17       380817.33
  1993          79            279744.33       127227.17       406971.50
  1993          80            265890.27       117082.64       382972.91
  1993          81            243200.63       103287.69       346488.32
  1993          82            221406.12        89187.65       310593.77
  1993          83            205625.90        78818.42       284444.31
  1993          84            184451.99        67942.06       252394.05
  1993          85            159970.37        57116.56       217086.93
  1993          86            136498.08        46861.81       183359.90
  1993          87            112626.40        37798.90       150425.30
  1993          88             91632.98        30194.96       121827.93
  1993          89             73857.99        23011.80        96869.79
  1993          90             58685.62        17222.74        75908.36
  1993          91             45649.27        12680.87        58330.14
  1993          92             33629.67         8796.43        42426.10
  1993          93             24282.41         5946.03        30228.44
  1993          94             17437.16         3963.54        21400.70
  1993          95             12089.90         2540.02        14629.92
  1993          96              8124.51         1605.22         9729.73
  1993          97              5303.22          991.64         6294.85
  1993          98              3360.72          629.33         3990.06
  1993          99              2059.34          395.33         2454.68
  1993         100              1154.33          215.83         1370.16
  1993         101               677.67          107.67          785.33
  1993         102               381.67           63.83          445.50
  1993         103               203.00           42.50          245.50
  1993         104                93.67           18.50          112.17
  1993         105                45.50            8.33           53.83
  1993         106                27.67            3.67           31.33
  1993         107                13.33            1.83           15.17
  1993         108                 4.50            0.33            4.83
  1993         109                 2.33            0.00            2.33
  1993         110+                1.00            0.00            1.00
  1994           0            341829.93       360993.80       702823.72
  1994           1            353482.55       371756.51       725239.06
  1994           2            357779.20       376389.11       734168.31
  1994           3            368456.11       388346.22       756802.32
  1994           4            362540.10       380756.35       743296.46
  1994           5            358938.53       377054.68       735993.20
  1994           6            353638.88       373185.76       726824.64
  1994           7            343113.16       361760.33       704873.49
  1994           8            328957.77       345002.46       673960.23
  1994           9            322611.01       338720.04       661331.05
  1994          10            319524.55       336362.73       655887.28
  1994          11            327776.09       344977.57       672753.66
  1994          12            331207.69       348054.70       679262.39
  1994          13            331808.81       347713.92       679522.73
  1994          14            320769.95       336026.25       656796.21
  1994          15            307709.79       323792.61       631502.40
  1994          16            310989.71       328504.58       639494.29
  1994          17            316192.47       333117.19       649309.65
  1994          18            320857.44       336619.95       657477.39
  1994          19            331902.51       343118.12       675020.63
  1994          20            347794.94       355399.62       703194.56
  1994          21            374543.44       383354.96       757898.40
  1994          22            421499.14       435009.37       856508.51
  1994          23            457444.61       477791.90       935236.51
  1994          24            488349.86       515687.18      1004037.04
  1994          25            531954.05       565439.70      1097393.75
  1994          26            557314.79       594178.56      1151493.35
  1994          27            569648.52       609626.40      1179274.92
  1994          28            573680.41       618787.69      1192468.11
  1994          29            577484.71       624646.06      1202130.77
  1994          30            578366.73       624081.57      1202448.31
  1994          31            567573.94       610040.79      1177614.73
  1994          32            551530.36       588338.07      1139868.44
  1994          33            540384.98       574353.65      1114738.63
  1994          34            524887.08       557973.36      1082860.44
  1994          35            507199.60       539342.54      1046542.13
  1994          36            488192.52       519229.76      1007422.27
  1994          37            477379.76       506707.23       984086.99
  1994          38            462838.73       488025.91       950864.64
  1994          39            452500.43       470843.13       923343.56
  1994          40            446229.68       458191.34       904421.02
  1994          41            443158.51       452377.16       895535.67
  1994          42            440486.62       449158.55       889645.17
  1994          43            442470.00       452063.69       894533.69
  1994          44            444501.50       457595.91       902097.41
  1994          45            433574.26       450301.30       883875.57
  1994          46            400536.29       416945.12       817481.41
  1994          47            388178.74       403309.55       791488.29
  1994          48            321220.22       332239.96       653460.18
  1994          49            354232.67       365366.50       719599.17
  1994          50            404040.50       418958.67       822999.17
  1994          51            401553.50       418779.00       820332.50
  1994          52            438059.00       455082.67       893141.67
  1994          53            496322.17       511438.83      1007761.00
  1994          54            509767.67       522440.33      1032208.00
  1994          55            492032.50       501733.17       993765.67
  1994          56            463663.67       470249.17       933912.83
  1994          57            445764.33       448603.17       894367.50
  1994          58            435361.83       434290.00       869651.83
  1994          59            415527.50       411783.67       827311.17
  1994          60            365681.50       359057.34       724738.84
  1994          61            331336.33       319724.50       651060.83
  1994          62            337629.83       320058.00       657687.83
  1994          63            353517.17       330022.00       683539.17
  1994          64            361322.33       332485.67       693808.00
  1994          65            359429.00       325814.17       685243.17
  1994          66            355789.33       306458.17       662247.50
  1994          67            355875.83       277477.50       633353.33
  1994          68            366195.33       258395.17       624590.50
  1994          69            365697.67       232425.67       598123.34
  1994          70            357264.17       210122.83       567387.00
  1994          71            359631.67       208252.16       567883.83
  1994          72            370714.00       209347.17       580061.17
  1994          73            371353.00       200672.00       572025.00
  1994          74            319184.67       167344.17       486528.83
  1994          75            224532.67       115080.83       339613.50
  1994          76            170956.83        85847.50       256804.33
  1994          77            170847.33        83738.00       254585.33
  1994          78            199713.83        93806.83       293520.67
  1994          79            247443.00       111535.33       358978.33
  1994          80            264304.22       114821.29       379125.51
  1994          81            249742.77       105757.94       355500.71
  1994          82            226200.46        92244.83       318445.29
  1994          83            203895.79        78664.79       282560.57
  1994          84            187407.56        68559.38       255966.95
  1994          85            165851.99        58245.86       224097.85
  1994          86            141910.04        48082.36       189992.40
  1994          87            119319.92        38835.12       158155.04
  1994          88             96785.57        30789.38       127574.95
  1994          89             77289.64        24125.10       101414.75
  1994          90             61101.66        17977.29        79078.94
  1994          91             47443.12        13150.23        60593.35
  1994          92             36151.44         9484.69        45636.13
  1994          93             26079.00         6389.42        32468.42
  1994          94             18314.74         4192.19        22506.93
  1994          95             12829.83         2737.37        15567.20
  1994          96              8677.90         1712.02        10389.92
  1994          97              5609.01         1038.72         6647.73
  1994          98              3601.72          651.80         4253.52
  1994          99              2227.22          409.50         2636.72
  1994         100              1279.34          211.17         1490.51
  1994         101               706.49          121.50          827.99
  1994         102               393.50           53.67          447.17
  1994         103               232.33           35.50          267.83
  1994         104               115.17           22.33          137.50
  1994         105                44.33            8.67           53.00
  1994         106                23.33            4.50           27.83
  1994         107                12.67            2.00           14.67
  1994         108                 6.50            0.67            7.17
  1994         109                 2.50            0.00            2.50
  1994         110+                1.00            0.00            1.00
  1995           0            332350.55       350728.74       683079.29
  1995           1            343283.52       362411.87       705695.38
  1995           2            354652.91       372869.67       727522.58
  1995           3            359265.78       377765.57       737031.35
  1995           4            370355.81       390204.95       760560.76
  1995           5            364722.80       382979.08       747701.88
  1995           6            360853.80       379029.68       739883.48
  1995           7            355837.26       375429.62       731266.88
  1995           8            345999.24       364587.84       710587.07
  1995           9            331840.06       347891.25       679731.30
  1995          10            325571.29       341734.32       667305.60
  1995          11            322393.35       339380.58       661773.93
  1995          12            330558.50       347847.66       678406.16
  1995          13            334040.48       350993.84       685034.32
  1995          14            334729.21       350858.86       685588.07
  1995          15            324023.00       339738.63       663761.63
  1995          16            311975.79       328118.83       640094.63
  1995          17            316099.89       332764.22       648864.11
  1995          18            322765.14       337341.95       660107.09
  1995          19            329666.31       340769.50       670435.82
  1995          20            341004.04       348485.99       689490.03
  1995          21            355754.41       360716.53       716470.94
  1995          22            381101.74       388267.29       769369.03
  1995          23            427180.67       439288.97       866469.64
  1995          24            462046.97       480950.67       942997.64
  1995          25            491782.73       517898.12      1009680.85
  1995          26            534906.23       566564.37      1101470.60
  1995          27            559591.19       594391.04      1153982.23
  1995          28            571738.88       609651.38      1181390.26
  1995          29            575592.68       618209.25      1193801.93
  1995          30            579271.01       624123.64      1203394.65
  1995          31            580145.26       623446.58      1203591.84
  1995          32            569644.75       609620.89      1179265.64
  1995          33            553653.15       588179.06      1141832.22
  1995          34            542502.24       574115.30      1116617.54
  1995          35            527048.34       557715.54      1084763.88
  1995          36            509361.67       539329.50      1048691.18
  1995          37            490199.60       519184.08      1009383.67
  1995          38            479358.37       506456.36       985814.73
  1995          39            464670.96       487955.05       952626.02
  1995          40            454349.04       470660.19       925009.22
  1995          41            447698.60       457854.60       905553.20
  1995          42            444323.47       451777.03       896100.50
  1995          43            441684.59       448639.20       890323.79
  1995          44            443281.97       451234.90       894516.87
  1995          45            445107.90       456379.48       901487.38
  1995          46            433894.98       448887.13       882782.11
  1995          47            400538.47       415104.55       815643.02
  1995          48            387942.34       401173.93       789116.27
  1995          49            320778.63       329998.85       650777.49
  1995          50            353551.00       362762.67       716313.67
  1995          51            402914.33       415791.50       818705.83
  1995          52            400584.50       415468.83       816053.33
  1995          53            437092.33       451582.83       888675.17
  1995          54            495309.67       507411.33      1002721.00
  1995          55            508773.33       518130.83      1026904.17
  1995          56            491065.83       497413.67       988479.50
  1995          57            462669.33       465960.00       928629.33
  1995          58            444648.00       444111.67       888759.67
  1995          59            433867.50       429359.67       863227.17
  1995          60            413548.00       405996.50       819544.50
  1995          61            363621.50       353390.50       717012.00
  1995          62            329301.67       314313.33       643615.00
  1995          63            335403.50       314074.83       649478.33
  1995          64            351087.00       323387.17       674474.17
  1995          65            358563.67       325149.50       683713.17
  1995          66            356269.17       318115.33       674384.50
  1995          67            352302.50       298619.00       650921.50
  1995          68            351874.50       269842.00       621716.50
  1995          69            361372.50       250647.00       612019.50
  1995          70            360138.17       224728.17       584866.33
  1995          71            351170.67       202422.67       553593.33
  1995          72            352666.00       199796.83       552462.83
  1995          73            362430.50       200000.17       562430.67
  1995          74            361859.33       190759.50       552618.83
  1995          75            310005.50       158292.67       468298.17
  1995          76            217246.17       108277.83       325524.00
  1995          77            164766.67        80291.33       245058.00
  1995          78            163759.33        77670.00       241429.33
  1995          79            190411.67        86447.17       276858.83
  1995          80            233709.74       100641.11       334350.85
  1995          81            248632.55       103921.26       352553.81
  1995          82            232749.10        94639.08       327388.18
  1995          83            208772.13        81610.47       290382.59
  1995          84            186247.79        68633.92       254881.71
  1995          85            168953.40        58981.19       227934.59
  1995          86            147422.49        49292.83       196715.32
  1995          87            124364.04        39985.84       164349.88
  1995          88            102891.25        31776.94       134668.19
  1995          89             81915.57        24670.36       106585.93
  1995          90             64196.81        18879.75        83076.56
  1995          91             49743.16        13722.44        63465.60
  1995          92             37694.46         9825.06        47519.51
  1995          93             28097.11         6932.01        35029.12
  1995          94             19707.33         4548.58        24255.92
  1995          95             13506.41         2903.36        16409.76
  1995          96              9196.66         1849.70        11046.36
  1995          97              6010.90         1133.86         7144.75
  1995          98              3826.51          669.05         4495.56
  1995          99              2379.72          424.47         2804.19
  1995         100              1393.06          218.33         1611.39
  1995         101               787.68          122.50          910.18
  1995         102               422.49           65.33          487.83
  1995         103               239.00           27.33          266.33
  1995         104               133.00           19.67          152.67
  1995         105                70.00           14.33           84.33
  1995         106                27.33            5.50           32.83
  1995         107                 9.83            3.00           12.83
  1995         108                 4.33            0.67            5.00
  1995         109                 3.50            0.50            4.00
  1995         110+                2.50            0.00            2.50
  1996           0            335341.96       353758.98       689100.93
  1996           1            334053.75       352327.78       686381.52
  1996           2            344799.48       363635.10       708434.58
  1996           3            356074.65       374239.27       730313.92
  1996           4            360783.86       379269.63       740053.49
  1996           5            372173.62       391903.78       764077.40
  1996           6            366305.61       384716.58       751022.19
  1996           7            362580.83       380835.21       743416.04
  1996           8            358224.22       377933.55       736157.77
  1996           9            348548.01       367189.22       715737.23
  1996          10            334348.48       350485.43       684833.91
  1996          11            328117.36       344391.62       672508.98
  1996          12            324926.48       341961.78       666888.26
  1996          13            333144.97       350627.88       683772.84
  1996          14            336627.06       353981.09       690608.15
  1996          15            337801.27       354636.28       692437.54
  1996          16            327899.87       343768.27       671668.15
  1996          17            316486.62       331935.37       648421.99
  1996          18            322677.48       336914.60       659592.08
  1996          19            331911.65       341852.41       673764.06
  1996          20            338883.54       346638.31       685521.84
  1996          21            348976.84       354142.47       703119.31
  1996          22            362635.18       366556.13       729191.31
  1996          23            387039.38       393614.31       780653.69
  1996          24            432079.46       443640.47       875719.92
  1996          25            465933.36       484116.44       950049.80
  1996          26            494839.47       520053.70      1014893.17
  1996          27            537247.33       567585.06      1104832.40
  1996          28            561453.84       594765.59      1156219.43
  1996          29            573536.23       609441.12      1182977.34
  1996          30            577049.90       617873.01      1194922.90
  1996          31            580785.48       623557.22      1204342.70
  1996          32            581773.14       622843.76      1204616.89
  1996          33            571441.88       609154.57      1180596.45
